Incident_Id,Location,Cluster
175806,Residence/Home,Residential or Community Center
175807,Residence/Home,Residential or Community Center
175808,Residence/Home,Residential or Community Center
175809,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175810,Other/Unknown,Other/Unknown
175811,Bar/Nightclub,Store and Commercial Buildings
175812,School-Elementary/Secondary,Educational Buildings
175813,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175814,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175815,Convenience Store,Store and Commercial Buildings
175816,Residence/Home,Residential or Community Center
175817,Other/Unknown,Other/Unknown
175818,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175819,Residence/Home,Residential or Community Center
175820,School-Elementary/Secondary,Educational Buildings
175821,Convenience Store,Store and Commercial Buildings
175822,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175823,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175824,Bar/Nightclub,Store and Commercial Buildings
175825,Residence/Home,Residential or Community Center
175826,Grocery/Supermarket,Store and Commercial Buildings
175827,Field/Woods,Public Places and Recreation Sites
175828,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175829,Bar/Nightclub,Store and Commercial Buildings
175830,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175831,Lake/Waterway/Beach,Public Places and Recreation Sites
175832,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175833,Residence/Home,Residential or Community Center
175834,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175835,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175836,Other/Unknown,Other/Unknown
175837,Residence/Home,Residential or Community Center
175838,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175839,Park/Playground,Public Places and Recreation Sites
175840,Residence/Home,Residential or Community Center
175841,Commercial/Office Building,Store and Commercial Buildings
175842,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175843,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175844,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175845,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175846,Bar/Nightclub,Store and Commercial Buildings
175847,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175848,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175849,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175850,Grocery/Supermarket,Store and Commercial Buildings
175851,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175852,Residence/Home,Residential or Community Center
175853,School-College/University,Educational Buildings
175854,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175855,Residence/Home,Residential or Community Center
175856,Residence/Home,Residential or Community Center
175857,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175858,Residence/Home,Residential or Community Center
175859,Other/Unknown,Other/Unknown
175860,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175861,Residence/Home,Residential or Community Center
175862,School-College/University,Educational Buildings
175863,School-College/University,Educational Buildings
175864,Residence/Home,Residential or Community Center
175865,Park/Playground,Public Places and Recreation Sites
175886,School-Elementary/Secondary,Educational Buildings
175887,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175888,Residence/Home,Residential or Community Center
175889,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175890,Residence/Home,Residential or Community Center
175891,Air/Bus/Train Terminal,Transportation Terminals
175892,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175893,Residence/Home,Residential or Community Center
175894,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175895,Convenience Store,Store and Commercial Buildings
175896,Commercial/Office Building,Store and Commercial Buildings
175897,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175898,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175899,Residence/Home,Residential or Community Center
175900,Residence/Home,Residential or Community Center
175901,Residence/Home,Residential or Community Center
175902,Residence/Home,Residential or Community Center
175903,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175904,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175905,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175906,Commercial/Office Building,Store and Commercial Buildings
175907,Residence/Home,Residential or Community Center
175908,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175909,Government/Public Building,Goverment Buildings
175910,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175911,Construction Site,Industrial
175912,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175913,Residence/Home,Residential or Community Center
175914,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175915,School-College/University,Educational Buildings
175916,School-College/University,Educational Buildings
175917,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175918,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175919,School-Elementary/Secondary,Educational Buildings
175920,Residence/Home,Residential or Community Center
175921,Residence/Home,Residential or Community Center
175922,School-College/University,Educational Buildings
175923,Residence/Home,Residential or Community Center
175924,Hotel/Motel/Etc.,Store and Commercial Buildings
175925,Residence/Home,Residential or Community Center
175926,Residence/Home,Residential or Community Center
175927,Air/Bus/Train Terminal,Transportation Terminals
175928,School-College/University,Educational Buildings
175929,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175930,Residence/Home,Residential or Community Center
175931,Restaurant,Store and Commercial Buildings
175932,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175933,Other/Unknown,Other/Unknown
175934,Residence/Home,Residential or Community Center
175935,Residence/Home,Residential or Community Center
175936,Residence/Home,Residential or Community Center
175937,Commercial/Office Building,Store and Commercial Buildings
175938,School-Elementary/Secondary,Educational Buildings
175939,Camp/Campground,Public Places and Recreation Sites
175940,Bar/Nightclub,Store and Commercial Buildings
175941,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175942,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175943,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175944,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175944,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175945,School-Elementary/Secondary,Educational Buildings
175946,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175947,Residence/Home,Residential or Community Center
175948,Park/Playground,Public Places and Recreation Sites
175949,School-Elementary/Secondary,Educational Buildings
175950,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175951,Residence/Home,Residential or Community Center
175952,Other/Unknown,Other/Unknown
175953,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175954,Residence/Home,Residential or Community Center
175955,School-Elementary/Secondary,Educational Buildings
175956,Residence/Home,Residential or Community Center
175957,Arena/Stadium/Fairgrounds/Coliseum,Public Places and Recreation Sites
175958,Convenience Store,Store and Commercial Buildings
175959,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
175960,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175961,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175962,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175963,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175964,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175965,Residence/Home,Residential or Community Center
175966,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175967,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175968,Residence/Home,Residential or Community Center
175969,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175970,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175971,School-Elementary/Secondary,Educational Buildings
175972,Department/Discount Store,Store and Commercial Buildings
175866,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175867,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175868,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175869,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175870,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175871,Other/Unknown,Other/Unknown
175872,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175873,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175874,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175875,Residence/Home,Residential or Community Center
175876,Park/Playground,Public Places and Recreation Sites
175877,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175878,Commercial/Office Building,Store and Commercial Buildings
175879,Residence/Home,Residential or Community Center
175880,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175881,Park/Playground,Public Places and Recreation Sites
175882,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175883,Restaurant,Store and Commercial Buildings
175884,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175885,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175977,Residence/Home,Residential or Community Center
175978,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175979,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175980,Government/Public Building,Goverment Buildings
175981,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
175982,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175983,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
175984,Residence/Home,Residential or Community Center
175985,Residence/Home,Residential or Community Center
175986,Park/Playground,Public Places and Recreation Sites
175987,Residence/Home,Residential or Community Center
175988,Construction Site,Industrial
175989,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175990,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175991,Commercial/Office Building,Store and Commercial Buildings
175992,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
175993,Residence/Home,Residential or Community Center
175994,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175995,Residence/Home,Residential or Community Center
175996,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175997,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
175998,Residence/Home,Residential or Community Center
175999,Hotel/Motel/Etc.,Store and Commercial Buildings
176000,Residence/Home,Residential or Community Center
176001,School-College/University,Educational Buildings
176002,Residence/Home,Residential or Community Center
176003,Other/Unknown,Other/Unknown
176004,School-Elementary/Secondary,Educational Buildings
176005,School-Elementary/Secondary,Educational Buildings
176006,Residence/Home,Residential or Community Center
176007,Residence/Home,Residential or Community Center
176008,Park/Playground,Public Places and Recreation Sites
176009,Residence/Home,Residential or Community Center
176010,Restaurant,Store and Commercial Buildings
176011,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
176012,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
176013,Park/Playground,Public Places and Recreation Sites
176014,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
176015,Restaurant,Store and Commercial Buildings
176016,Residence/Home,Residential or Community Center
176017,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
176018,Government/Public Building,Goverment Buildings
176019,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
176020,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
176021,Residence/Home,Residential or Community Center
176022,Department/Discount Store,Store and Commercial Buildings
176023,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
176024,Residence/Home,Residential or Community Center
176025,School/College,Educational Buildings
